supplier,month,gpcd,region, production , production2013 ,units,population,percent_residential
Arroyo Grande  City of,7/15/2017,113.3,Central Coast,237.7,318.9,AF," 17,636 ", 80 
Arroyo Grande  City of,6/15/2017,102.5,Central Coast,208.1,304.9,AF," 17,636 ", 80 
Arroyo Grande  City of,5/15/2017,93.8,Central Coast,196.7,299.9,AF," 17,636 ", 80 
Arroyo Grande  City of,4/15/2017,78.1,Central Coast,158.6,266.6,AF," 17,636 ", 80 
Arroyo Grande  City of,3/15/2017,60.8,Central Coast,127.5,230.1,AF," 17,636 ", 80 
Arroyo Grande  City of,2/15/2017,54.5,Central Coast,103.2,179.7,AF," 17,636 ", 80 
Arroyo Grande  City of,1/15/2017,60.5,Central Coast,126.9,173,AF," 17,636 ", 80 
Arroyo Grande  City of,12/15/2016,55.6,Central Coast,116.6,226.6,AF," 17,636 ", 80 
Arroyo Grande  City of,11/15/2016,68.3,Central Coast,138.7,237.3,AF," 17,636 ", 80 
Arroyo Grande  City of,10/15/2016,87.2,Central Coast,182.9,276.7,AF," 17,636 ", 80 
Arroyo Grande  City of,9/15/2016,89.6,Central Coast,181.8,289.1,AF," 17,636 ", 80 
Arroyo Grande  City of,8/15/2016,94.9,Central Coast,199.1,308.6,AF," 17,636 ", 80 
Arroyo Grande  City of,7/15/2016,98.7,Central Coast,207,318.9,AF," 17,636 ", 80 
Arroyo Grande  City of,6/15/2016,92.6,Central Coast,188,304.9,AF," 17,636 ", 80 
Arroyo Grande  City of,5/15/2016,92.8,Central Coast,188.9,299.9,AF," 17,121 ", 80 
Arroyo Grande  City of,4/15/2016,85.8,Central Coast,169,266.6,AF," 17,121 ", 80 
Arroyo Grande  City of,3/15/2016,64.7,Central Coast,131.7,230.1,AF," 17,121 ", 80 
Arroyo Grande  City of,2/15/2016,62.9,Central Coast,119.8,179.7,AF," 17,121 ", 80 
Arroyo Grande  City of,1/15/2016,61.2,Central Coast,124.6,173,AF," 17,121 ", 80 
Arroyo Grande  City of,12/15/2015,64.8,Central Coast,131.9,226.6,AF," 17,121 ", 80 
Arroyo Grande  City of,11/15/2015,71.5,Central Coast,140.8,237.3,AF," 17,121 ", 80 
Arroyo Grande  City of,10/15/2015,92.7,Central Coast,188.7,276.7,AF," 17,121 ", 80 
Arroyo Grande  City of,9/15/2015,99.9,Central Coast,196.9,289.1,AF," 17,121 ", 80 
Arroyo Grande  City of,8/15/2015,97.1,Central Coast,197.6,308.6,AF," 17,121 ", 80 
Arroyo Grande  City of,7/15/2015,92.0,Central Coast,187.3,318.9,AF," 17,121 ", 80 
Arroyo Grande  City of,6/15/2015,104.2,Central Coast,205.4,304.9,AF," 17,121 ", 80 
Arroyo Grande  City of,5/15/2015,107.5,Central Coast,218.8,299.9,AF," 17,121 ", 80 
Arroyo Grande  City of,4/15/2015,106.2,Central Coast,207.9,266.6,AF," 17,003 ", 80 
Arroyo Grande  City of,3/15/2015,99.0,Central Coast,200.2,230.1,AF," 17,003 ", 80 
Arroyo Grande  City of,2/15/2015,94.8,Central Coast,173.1,179.7,AF," 17,003 ", 80 
Arroyo Grande  City of,1/15/2015,94.2,Central Coast,190.4,240.3,AF," 17,003 ", 80 
Arroyo Grande  City of,12/15/2014,74.0,Central Coast,149.7,226.6,AF," 17,003 ", 80 
Arroyo Grande  City of,11/15/2014,97.9,Central Coast,190.4,237.3,AF," 16,901 ", 80 
Arroyo Grande  City of,10/15/2014,122.4,Central Coast,246,276.7,AF," 16,901 ", 80 
Arroyo Grande  City of,9/15/2014,125.7,Central Coast,244.5,289.1,AF," 16,901 ", 80 
Arroyo Grande  City of,8/15/2014,132.6,Central Coast,266.5,308.6,AF," 16,901 ", 80 
Arroyo Grande  City of,7/15/2014,138.1,Central Coast,277.6,318.9,AF," 16,901 ", 80 
Arroyo Grande  City of,6/15/2014,139.2,Central Coast,270.8,304.9,AF," 16,901 ", 80 
Suisun-Solano Water Authority,11/15/2018,66.0,San Francisco Bay,84.58,100.3,MG," 29,917 ", 70 
Suisun-Solano Water Authority,10/15/2018,72.8,San Francisco Bay,101.22,125.8,MG," 29,917 ", 67 
Suisun-Solano Water Authority,9/15/2018,87.0,San Francisco Bay,111.52,141.1,MG," 29,917 ", 70 
Suisun-Solano Water Authority,8/15/2018,89.1,San Francisco Bay,118.92,154.4,MG," 29,917 ", 70 
Suisun-Solano Water Authority,7/15/2018,85.5,San Francisco Bay,124.11,157.2,MG," 29,917 ", 64 
Suisun-Solano Water Authority,6/15/2018,78.1,San Francisco Bay,118.38,140,MG," 29,917 ", 59 
Suisun-Solano Water Authority,5/15/2018,58.6,San Francisco Bay,103.8,136.7,MG," 29,917 ", 52 
Suisun-Solano Water Authority,4/15/2018,53.1,San Francisco Bay,74.65,108.1,MG," 29,917 ", 64 
Suisun-Solano Water Authority,3/15/2018,48.3,San Francisco Bay,66.3,96,MG," 29,917 ", 68 
Suisun-Solano Water Authority,2/15/2018,52.8,San Francisco Bay,61.63,75.9,MG," 29,917 ", 72 
Suisun-Solano Water Authority,1/15/2018,53.1,San Francisco Bay,64.83,75.9,MG," 29,917 ", 76 
Suisun-Solano Water Authority,12/15/2017,60.6,San Francisco Bay,67.27,84.2,MG," 29,713 ", 83 
Suisun-Solano Water Authority,11/15/2017,71.6,San Francisco Bay,69.74,100.3,MG," 29,713 ", 92 
Suisun-Solano Water Authority,10/15/2017,76.3,San Francisco Bay,106.1,125.8,MG," 29,713 ", 66 
Suisun-Solano Water Authority,9/15/2017,88.3,San Francisco Bay,114.9,141.1,MG," 29,713 ", 69 
Suisun-Solano Water Authority,8/15/2017,85.1,San Francisco Bay,126.47,154.4,MG," 29,713 ", 62 
Suisun-Solano Water Authority,7/15/2017,86.5,San Francisco Bay,125.85,157.2,MG," 29,713 ", 63 
Suisun-Solano Water Authority,6/15/2017,78.5,San Francisco Bay,112.88,140.4,MG," 29,713 ", 62 
Suisun-Solano Water Authority,5/15/2017,56.1,San Francisco Bay,103.91,136.7,MG," 29,713 ", 50 
Suisun-Solano Water Authority,4/15/2017,51.9,San Francisco Bay,67.97,108.1,MG," 29,713 ", 68 
Suisun-Solano Water Authority,3/15/2017,44.0,San Francisco Bay,63.77,96,MG," 29,713 ", 64 
Suisun-Solano Water Authority,2/15/2017,54.3,San Francisco Bay,59.3,75.9,MG," 29,713 ", 76 
Suisun-Solano Water Authority,1/15/2017,53.2,San Francisco Bay,65.8,75.9,MG," 29,868 ", 75 
Suisun-Solano Water Authority,12/15/2016,53.6,San Francisco Bay,64.6,84.2,MG," 29,510 ", 76 
Suisun-Solano Water Authority,11/15/2016,61.4,San Francisco Bay,64.6,100.3,MG," 29,510 ", 84 
Suisun-Solano Water Authority,10/15/2016,69.2,San Francisco Bay,86.8,125.8,MG," 29,510 ", 73 
Suisun-Solano Water Authority,9/15/2016,83.0,San Francisco Bay,105.7,141.1,MG," 29,510 ", 70 
Suisun-Solano Water Authority,8/15/2016,82.1,San Francisco Bay,114.9,154.4,MG," 29,510 ", 65 
Suisun-Solano Water Authority,7/15/2016,82.6,San Francisco Bay,118.2,157.2,MG," 29,510 ", 64 
Suisun-Solano Water Authority,6/15/2016,78.6,San Francisco Bay,107.5,140.4,MG," 29,510 ", 65 
Suisun-Solano Water Authority,5/15/2016,61.0,San Francisco Bay,85.2,136.7,MG," 29,510 ", 66 
Suisun-Solano Water Authority,4/15/2016,56.5,San Francisco Bay,79.4,108.1,MG," 29,510 ", 63 
Suisun-Solano Water Authority,3/15/2016,44.8,San Francisco Bay,66.1,96,MG," 29,510 ", 62 
Suisun-Solano Water Authority,2/15/2016,48.7,San Francisco Bay,61.5,75.9,MG," 29,510 ", 68 
Suisun-Solano Water Authority,1/15/2016,51.6,San Francisco Bay,66.3,75.9,MG," 29,442 ", 71 
Suisun-Solano Water Authority,12/15/2015,57.8,San Francisco Bay,70.3,84.2,MG," 28,549 ", 73 
Suisun-Solano Water Authority,11/15/2015,66.8,San Francisco Bay,68.9,100.3,MG," 28,549 ", 83 
Suisun-Solano Water Authority,10/15/2015,70.1,San Francisco Bay,94.8,125.8,MG," 28,549 ", 65 
Suisun-Solano Water Authority,9/15/2015,78.6,San Francisco Bay,100,141.1,MG," 28,549 ", 67 
Suisun-Solano Water Authority,8/15/2015,77.8,San Francisco Bay,110.4,154.4,MG," 28,549 ", 62 
Suisun-Solano Water Authority,7/15/2015,83.6,San Francisco Bay,109.8,157.2,MG," 25,849 ", 61 
Suisun-Solano Water Authority,6/15/2015,73.5,San Francisco Bay,105.4,140.4,MG," 28,549 ", 60 
Suisun-Solano Water Authority,5/15/2015,65.7,San Francisco Bay,96.6,136.7,MG," 28,549 ", 60 
Suisun-Solano Water Authority,4/15/2015,65.9,San Francisco Bay,85.5,108.1,MG," 28,549 ", 66 
Suisun-Solano Water Authority,3/15/2015,54.3,San Francisco Bay,84.7,96,MG," 28,549 ", 57 
Suisun-Solano Water Authority,2/15/2015,55.8,San Francisco Bay,63.4,75.9,MG," 28,549 ", 70 
Suisun-Solano Water Authority,1/15/2015,56.0,San Francisco Bay,68.6,75.9,MG," 28,549 ", 72 
Suisun-Solano Water Authority,12/15/2014,63.5,San Francisco Bay,71.4,84.2,MG," 28,549 ", 79 
Suisun-Solano Water Authority,11/15/2014,77.7,San Francisco Bay,78.6,100.3,MG," 28,549 ", 85 
Suisun-Solano Water Authority,10/15/2014,81.2,San Francisco Bay,101.2,125.8,MG," 28,549 ", 71 
Suisun-Solano Water Authority,9/15/2014,94.0,San Francisco Bay,116.9,141.1,MG," 28,549 ", 69 
Suisun-Solano Water Authority,8/15/2014,99.6,San Francisco Bay,132.2,154.4,MG," 28,549 ", 67 
Suisun-Solano Water Authority,7/15/2014,105.3,San Francisco Bay,145,157.2,MG," 28,549 ", 64 
Suisun-Solano Water Authority,6/15/2014,101.4,San Francisco Bay,141,140.4,MG," 28,549 ", 62 
Davis  City of,11/15/2018,90.2,Sacramento River,249.98,255.96,MG," 70,235 ", 76 
Davis  City of,10/15/2018,117.4,Sacramento River,327.6,372.3,MG," 70,235 ", 78 
Davis  City of,9/15/2018,126.4,Sacramento River,350.3,401.2,MG," 70,235 ", 76 
Davis  City of,8/15/2018,138.6,Sacramento River,402.4,478.4,MG," 70,235 ", 75 
Davis  City of,7/15/2018,145.1,Sacramento River,426.9,502.1,MG," 70,235 ", 74 
Davis  City of,6/15/2018,129.8,Sacramento River,385.2,465.9,MG," 70,235 ", 71 
Davis  City of,5/15/2018,106.4,Sacramento River,330.98,419.7,MG," 70,235 ", 70 
Davis  City of,4/15/2018,79.4,Sacramento River,206.5,303.3,MG," 70,235 ", 81 
Davis  City of,3/15/2018,59.9,Sacramento River,161.2,274,MG," 70,303 ", 81 
Davis  City of,2/15/2018,64.2,Sacramento River,166.2,184.8,MG," 70,303 ", 76 
Davis  City of,1/15/2018,48.8,Sacramento River,161,174.9,MG," 70,303 ", 66 
Davis  City of,12/15/2017,63.9,Sacramento River,171.8,187.8,MG," 70,303 ", 81 
Davis  City of,11/15/2017,71.0,Sacramento River,194.5,256,MG," 70,303 ", 77 
Davis  City of,10/15/2017,118.2,Sacramento River,334.6,372.3,MG," 70,303 ", 77 
Davis  City of,9/15/2017,125.9,Sacramento River,368.9,401.2,MG," 70,303 ", 72 
Davis  City of,8/15/2017,123.3,Sacramento River,413.3,478.4,MG," 70,303 ", 65 
Davis  City of,7/15/2017,131.3,Sacramento River,420.7,502.1,MG," 70,303 ", 68 
Davis  City of,6/15/2017,124.9,Sacramento River,376.2,465.9,MG," 70,303 ", 70 
Davis  City of,5/15/2017,112.2,Sacramento River,334.9,419.7,MG," 70,303 ", 73 
Davis  City of,4/15/2017,67.2,Sacramento River,174.9,303.3,MG," 70,303 ", 81 
Davis  City of,3/15/2017,60.1,Sacramento River,155.1,274,MG," 68,320 ", 82 
Davis  City of,2/15/2017,58.1,Sacramento River,133.8,184.8,MG," 68,320 ", 83 
Davis  City of,1/15/2017,57.8,Sacramento River,151.2,174.9,MG," 68,320 ", 81 
Davis  City of,12/15/2016,57.1,Sacramento River,147.4,187.8,MG," 68,320 ", 82 
Davis  City of,11/15/2016,68.7,Sacramento River,171.6,256,MG," 68,320 ", 82 
Davis  City of,10/15/2016,94.9,Sacramento River,264.5,372.3,MG," 68,320 ", 76 
Davis  City of,9/15/2016,127.9,Sacramento River,374.6,401.2,MG," 68,320 ", 70 
Davis  City of,8/15/2016,130.1,Sacramento River,405.2,478.4,MG," 68,320 ", 68 
Davis  City of,7/15/2016,125.6,Sacramento River,397,502.1,MG," 68,320 ", 67 
Davis  City of,6/15/2016,125.1,Sacramento River,356,465.9,MG," 68,320 ", 72 
Davis  City of,5/15/2016,100.4,Sacramento River,312.6,419.7,MG," 68,289 ", 68 
Davis  City of,4/15/2016,78.2,Sacramento River,229.1,303.3,MG," 68,320 ", 70 
Davis  City of,3/15/2016,59.4,Sacramento River,151.6,274,MG," 68,320 ", 83 
Davis  City of,2/15/2016,61.6,Sacramento River,145.3,184.8,MG," 68,320 ", 84 
Davis  City of,1/15/2016,55.3,Sacramento River,152.1,174.9,MG," 68,320 ", 77 
Davis  City of,12/15/2015,54.3,Sacramento River,145.6,187.8,MG," 68,315 ", 79 
Davis  City of,11/15/2015,59.4,Sacramento River,173.8,256,MG," 68,315 ", 70 
Davis  City of,10/15/2015,97.9,Sacramento River,288.1,372.3,MG," 68,315 ", 72 
Davis  City of,9/15/2015,118.5,Sacramento River,328.1,401.2,MG," 68,315 ", 74 
Davis  City of,8/15/2015,103.9,Sacramento River,343.8,478.4,MG," 68,315 ", 64 
Davis  City of,7/15/2015,108.3,Sacramento River,342.3,502.1,MG," 68,315 ", 67 
Davis  City of,6/15/2015,101.5,Sacramento River,315.1,465.9,MG," 68,315 ", 66 
Davis  City of,5/15/2015,88.3,Sacramento River,287.8,419.7,MG," 68,315 ", 65 
Davis  City of,4/15/2015,86.4,Sacramento River,239.4,303.9,MG," 68,315 ", 74 
Davis  City of,3/15/2015,80.2,Sacramento River,220.1,274,MG," 65,783 ", 74 
Davis  City of,2/15/2015,62.0,Sacramento River,153.6,184.8,MG," 65,783 ", 74 
Davis  City of,1/15/2015,59.7,Sacramento River,163.8,174.9,MG," 65,783 ", 74 
Davis  City of,12/15/2014,54.6,Sacramento River,149.8,187.8,MG," 65,783 ", 74 
Davis  City of,11/15/2014,69.3,Sacramento River,184.1,256,MG," 65,783 ", 74 
Davis  City of,10/15/2014,104.8,Sacramento River,287.6,372.3,MG," 65,783 ", 74 
Davis  City of,9/15/2014,129.0,Sacramento River,342.6,401.2,MG," 65,783 ", 74 
Davis  City of,8/15/2014,145.2,Sacramento River,398.4,478.4,MG," 65,783 ", 74 
Davis  City of,7/15/2014,157.1,Sacramento River,431.3,502.1,MG," 65,783 ", 74 
